Tweet_Text,Actual_Urgency,Predicted_Urgency
as hurricane maria leaves a path of destruction the us virgin islands is still picking up the pieces,Low,Medium
good to know if youre affected sterilize your water with this hurricanemaria besafe,Medium,Low
this photo of harvey flooding at houston airport is totally fake,Low,Medium
rt i encourage everyone in the path of hurricaneharvey to heed the advice amp orders of their local and state officials h,Low,Medium
lana asks for help in behalf of the people of puerto rico that have been affected by hurricane maria donate,High,Low
my prayers go out to the dead displaced injured and grieving of amatrice italyearthquake,Low,High
rt japan disaster relief jdr rescue team was dispatched to mexico in response to the damages caused by the earthquakeht,Medium,Low
spanish newlywed named as victim in italy earthquake italyearthquake,High,Low
teameconet on the ground ensuring relief supplies reach those affected by cycloneidai distribution of food blankets amp medicine is underway,High,Low
the bc wildfire service confirms crews are responding to a fire in the lac du bois area off of oconnor rd kamloops,Medium,Low
aerial footage of british virgin islands after irma shows toppled trees roofless houses amp widespread destruction,Low,Medium
tragic what happend up there so many homes gone,Medium,Low
rt please send ships to puerto ricocruise ships naval ships americans are struggling to survive,High,Low
rt watch extreme flash floods in ellicott city maryland after heavy rain soaked the region vid kali harris,Low,Medium
claim harveys intensity and rainfall potential tied to global warming feedly,Medium,Low
rt nz civil defence says there is no tsunami threat to new zealand after 73 magnitude earthquake in fukushima japan,Low,Medium
cycloneidai has torn through mozambiquemalawi leaving a trail of devastation is assessing needs amp looking to provide food clothes amp shelter in affected areas includibg chimanimani where homex have been swept away and bridges destroyed here findings at skyline,Low,Medium
residents return to shredded florida keys homes in irmas deadly wake,Medium,High
the will continue to provide search and rescue capabilities and assess the damage done by hurricaneharvey,Low,Medium
can someone please help this woman jacquie gormley get in touch with her son marty in puerto rico healthemergency,Low,High
irma has left almost twothirds of floridas homes and businesses without power,Low,Medium
as much as 90 of beira the fourth largest city in mozambique was destroyed by cycloneidai the president of mozambique has called this a real humanitarian disaster of large proportions people need help now please donate at,Low,Medium
for the safety of our members and staff our galveston location is closed due to hurricaneharvey visit for info,Medium,Low
rt some minor coastal flooding due to storm surge is already being felt on the outer banks maria ἲ5,Low,Medium
waimak eqnz alert find the looters rego epp79 in kaiapoi chch 1130am on hilton amp fuller canopy off amp rear damage as per,Low,Medium
farm animals made it thru irma safely but horse barn was destroyed please help we need 500 to begin rebuilding,Medium,High
hurricane aftermath video shot by staff at our school in bossier haiti we lost a lot of beach and some,Medium,Low
hurricane harvey storm surge already 2 feet in some areas worst case all too possible politcalpunditnews,Low,Medium
miami residents emerge to assess irma devastation,Low,Medium
rt just in houston hobby airport closed due to water on runways as hurricane harvey brings lifethreatening flash floods,Medium,Low
not sure if u saw this sb634 passed caleg yesterday santa clara river under attack 21k homes 2b built on flood plain,Low,Medium
rt red cross sets up family reunification number for fort mcmurray wildfire evacuees 18883506070 ymmfire abfire,Low,High
rt finally good news for canadas raging wildfire rain wind conditions push blaze away from oil sands,Low,Medium
fukushimatepco as historic flooding grips texas groups demand nuclear plant be shut down harvey,Medium,Low
its horrible and sad however i wont forget that u havent talked about puerto rico and our emergency for 13 days after hurricane maria,Low,Medium
rt its a wakeup call tuesdays earthquake sounded alarms over mexico citys adherence to building codes,Medium,Low
ariel view lake conroe dam release hurricaneharvey houstonfloods lakeconroedam addicks baker floods galveston,Low,Medium
thousands of children and their families affected by cycloneidai are in need of urgent humanitarian assistance unicef is on the ground delivering essential supplies support our work on the ground ὄ9ἷd,High,Low
200 orphaned amp injured wild animals taken to spcas wildlife center of texas following hurricane harvey wildlife,High,Low
and generous homeowners offering over 300 free shelter to harvey evacuees show your texas spirit harvey2017,Low,High
elarcadetwitter hurricane matthew photos of the destruction in haiti the storm killed at thearkoftwitter,Medium,High
rt houston hobby airport has closed due to flooding 859 of rain has fallen since sat am h,Low,Medium
new post hurricane maria hammers puerto rico causes wide destruction,Low,Medium
power outages in houston as of 9am cst this morning due to hurricane harvey whole city affected stay safe,Low,Medium
huge seabeds are left exposed after a 78 magnitude earthquake in new zealand lifted them six feet higher,Low,Medium
the destruction from hurricane harvey has left us all feeling so broken hearted fortunately there are so many,Low,Medium
18 the command centre is launch led for north eastern and west of chimanimani districtthose in need of food and shelter and are capable of getting there can do so cycloneidai,Low,High
cabinet received reports and discussed various issues including report on cycloneidai disaster preliminary cereal sufficiency report water infrastructure tender update producer pricing models for maize small grains soyabeans wheat amp cotton,Low,Medium
rt i dont believe in acts of god but after harvey destroyed americas oil capital is irma heading for maralago,Low,Medium
you know whats even worse than an eyewall a collapsed eyewall,Low,Medium
rt i dont know what is happening in puerto rico and what is keeping help from the people but this is heartbreaking,Low,High
church leaders took some time to pray for the victims of cycloneidai which is reported to have killed 72 people amp displaced scores of families in the manicaland province cohchurchesinterface,Low,High
tough to watch many of us have home security cameras but dont expect to see our homes burn in a wildfire ymmfire,Low,Medium
as if enough people havent died in this disaster these morons want to murder their children as well fukn disgusting,Low,High
please if you can help do it its for mexicos earthquake i can translate it,High,Low
why couldnt ann coulter be one of the people who died in hurricane harvey trashgoblin,Low,High
on tuesday houston police chief art acevedo could not hold back tears when he announced that an officer died hurricaneharvey flooding,High,Low
new zealand quake revised from magnitude74 to magnitude78 plus entire east coast under tsunami threat,Low,Medium
storm surge already ramping up on bay side of key west ahead of powerful hurricane irma whole island will be under water,Low,Medium
video damage left behind after hurricane maria tore through p,Low,Medium
potus maga fakenews hurricaneharvey warning you wont be able to buy a used car for years wo getting a flood car,Medium,Low
houston amp other areas affected by hurricane harvey need glutenfree food donations food is,High,Low
greece wildfires in politica near to the village,Medium,Low
going to try and sleep now but live near the water entirely possible tsunami sirens may go off still pretty sure itll be ok though eqnz,Low,Medium
the enormity of this is staggering half the state without power as the sun rose this am,Medium,Low
army commando engineers in tortola have restored power running water and made vital repairs at the international airport hurricaneirma,Low,Medium
since irma weve had to be reminded to stop at dead traffic lights not to run generators inside and not to eat refrozen food wesmart,Medium,High
high intensity yellow pixels of deadly wildfires in greece c7and around the aegean from the latest copernicus atmosphere monitoring service gfas analysis iiff greecefires,High,Low
rt two south florida nuclear power plants lie in irmas path are they ready,Medium,Low
hurricane harvey has forced many to lose everything give new coats to children in need harveyrelief harveyflood,Low,High
we had so much help today i am overwhelmed we need more help tomorrow i am also sunburned and chad can barely walk houston harvey,Low,High
announces us500000 toward our early recovery work after cycloneidai infc our cash4work participants will clear storm debris amp rebuild vital infrastructure farms amp homes across 8 districts in zimbabwe buildbackbetter,Low,Medium
fleets of drones will hover over the destruction from hurricaneharvey to access damage in test of ability,Low,Medium
puerto rico for shelter information updates amp directions on what to do ahead of mariapr follow amp maria,Medium,High
everglades high school in miramar is now a pet friendly shelter please visit for shelter and irma related info,High,Low
hurricaneharvey destruction will cost tens of billions to repair eerily close to nfip 930 expiration cap2cap,Low,Medium
today we are embarking on our humanitarian response to girls amp young women affected by cycloneidai in phalombe district among other things girls are in dire need of clothing blankets amp sanitarywear which were washed away by the running water,High,Low
10000 people are in shelters and reports of overcrowded hospitals and shortages of clean water hurricane haiti,High,Low
the hundreds of thousands of people affected by cyclone idai need your help national partners amp are in affected areas providing emergency assistance lt,High,Low
texas mom dies saving her infant daughter during hurricane harvey flooding click below for full story,High,Low
am in ecuador aid begins to arrive as death toll from earthquake continues to rise as the death toll cont,Low,High
finally home after the evacuation its been an adventure i dont want to repeat any time soon hurricaneirma,High,Low
what every american needs to know about puerto ricos hurricane disaster ways to help at the end,Low,High
where is the cajunnavy staging heard they are in need of food and gas me where to send food harvey rt,Low,High
08262017 houston texas hurricane harveystart of street flooding lorensonelliott okc news wth,Medium,Low
rescuers seek anyone alive or dead left in harveys floodwaters,Low,High
rt people of color live in puerto ricoexpect no help from impeachracisttrump,Low,High
wetlands are essential for drinkingup water from floods landsat imagery shows how little is left in houston,Low,Medium
skyline road in chimanimani zimbabwe after cyclone idai floods cycloneidai chimanimani zimbabwe follow zimcitizennews on instagram twitter and facebook to send news or join our,Low,Medium
after the townspeople of kaikoura are flown out by the military where do they go eqnz newzealand,High,Low
catastrophic canadian wildfire is a sign of destruction to come less snow and warmer spring mean more acres,Medium,Low
rt happening now crews practice their wildfire emergency response remember this is just an exercise northvan,Medium,Low
join me in praying for this young mans family and all who knew and loved him 39yearold eddison hermond a national guardsman and air force veteran lost his life while rescuing a shopkeeper during recent flash flooding in ellicottcity maryland aheroamongus,Low,High
please help my friend her sister and 1 year old nephew they are in port arthur the house is flooding hurricaneharvey portarthur,High,Low
rt mon st show premier will tour fort mcmurray to survey damage how will residence cope,Low,Medium
please go to the small towns and rural areas too the big cities and their suburbs seem to be covered hurricanemaria puertorico help,High,Low
to my followers in usa please call your state and federal representatives now puerto rico part of usa needs help now hurricanemaria,Low,High
hurricaneirma recovery efforts continue base housing and rv park still closed families asked to stay away as long as they have per diem,Medium,Low
chelseama heavy rain and wind expected soon thunder and lightning possible seek shelter amp do not drive on flooded roads,Low,Medium
cuba is rebuilding great to see progress electricity restored roads repaired roofs patched,Low,Medium
there is no tsunami threat to new zealand after a 73m earthquake in japan this morning the ministry of civil,Low,Medium
flooding from hurricane harvey now category 1 could leave communities underwater for days harvey,Low,Medium
rt using case comfort assistance support amp empowerment to help fort mcmurray wildfire evacuees,Low,High
magnitude 71 earthquake felt from northland to wellington,Medium,Low
do you need help after hurricaneirma heres how to get in touch with fema after the storm fox35 gdo,Low,High
my childhood friends have no drinking water running out of food this should be your top story everyday hurricanemaria,High,Low
eqnz just had about 4 aftershocks quite close together,Medium,Low
marylands not the best place to be right now i hate the rain amp the potential damage its causing on ellicottcity again,Low,Medium
no tsunami threat to india in the wake of new zealand quake there is no tsunami threat to,Low,Medium
beyond heartwrenching mom dies saving her baby girl during harvey flooding,High,Low
santa fe river isnt expected to close i75 the water is still 9 feet above major flood stage,Low,Medium
fewer and not so strong aftershocks now so will try and get some sleep nelson eqnz keeps safe nz,Medium,Low
officials and residents have begun to assess harveys destruction in houston as flood waters slowly start to recede,Low,Medium
hi i was wondering if you still have apartments available for fort mac wildfire victims with a family of five thank you,High,Low
watch in the florida keys tonight a resident tells that 7080 of some 100 homes are totaled by hurricane irma,Medium,Low
but assuming and concluding that someone did nothing because heshe did not post it on zwitter or any other social media is total madness lets help the affected without pointing fingers this and that as if some of us are the pefect pple zwitter cycloneidai cycloneidaizw,High,Low
could hurricane harvey affect cotton crops,Low,Medium
rt forget fancy graphs and just do your job photos of needs distributed and smiling citizens not fancy graphs,Low,High
heavy rain in phuket phuketnews phuketnewsonline phuket,Low,Medium
flood waters in san juan puerto rico on wednesday hurricane maria was still causing catastrophic flooding on th,Low,Medium
groves emergency management said pd will begin ticketing people driving on flooded roads because it pushes water into homes harvey,Low,Medium
this c130 landed this evening with patients displaced by hurricane maria columbia is one of four ndms areas of relief in the southeast,Low,High
keeping all those affected by cyclone idai in our thoughts and prayersὤf due to expected winds and heavy rain we urge all road users to excercise caution when driving cycloneidai,Low,Medium
among the many brave folks navigating the damage of hurricane harvey nasa has a rideout crew at jsc,Low,Medium
largest wildfire in albertas history has forced the residents to leave the city the wildfire has destroyed,High,Medium
eqnz lyall bay island bay are on the move good stuff people outdoors in wgtn cbd prob better clear away fr areas near falling windows,Medium,Low
please help puerto rico god bless,High,Low
catastrophic rainfall has fallen in and near ellicott city maryland some areas may have seen up to 10 inches of rainfall in 3 hours and the patapsco river is rising above its previous record highest water level more heavy rain is moving in stay away from the area mdwx,Low,Medium
it was a nice offer but they have a huge mess of their own earthquake killed people amp damage to mexican towns hurricane katia hit mexico,Medium,High
send in the army take over get rid of these self serving politicians and liars distribute the food and money to the people,High,Low
before and after hurricane irma images of caribbean destruction,Low,Medium
the wind blew the roof of our house away i held my children tight i was afraid that the wind would take them too ines one month after cycloneidai struck mozambique more support is needed for families to restart their lives,Medium,High
rt the videos of the mexico earthquake is so terrifying seeing buildings crumbling amp there were people inside ὁ4,Medium,Low
and now water levels have gone up 4 feet in 30 minutes as center of irma passes north and winds turn onshore,Medium,Low
hurricane harvey has left houston but the flooding continues nbc news,Low,Medium
hand hygiene cleaning and covering wounds clean water food and sanitation the basics of prevention all can make a difference,High,Low
rt towns and villages of haitis southwestern peninsula hunker down in night of fury from hurricane matthew,Low,Medium
our hearts are with the affected people across zimbabwe eye witness claims shops and houses in the path of these flood water were swept away after a river burst its banks in manicaland cycloneidai,Low,Medium
day 1 mexico city earthquake disaster keeping usar team retrieving bodies in collapsed buildings safe,Low,Medium
fundraiser by magaly ramos hurricane irma destroyed our home,Low,Medium
glad about damage you do realize that downed refineries will drive up gas prices,Low,Medium
from state operations center harvey has pushed 32134 people into texas shelters,High,Low
floods and millions without power in puerto rico after hurricane maria,Low,Medium
there was a cloud burst this evening everyone ran home early so empty roads now,Low,Medium
share your photos of flooding from hurricane harvey by the new york times via nyt,Low,Medium
mitchelluw rt billmckibben maria wiped out 80 of prs crops there is no more agriculture in pr and there wo,Low,Medium
buildings were damaged in the last earthquake food missing people dead,Medium,High
i only thought it was strange that the 1994 quake wasnt the last significant quake similar mw amp deaths more injuries amp damage 3x pga,Low,Medium
a group of locals has come together to provide food to one of the cities hit hard by hurricane harvey ingleside,High,Low
drone footage shows scale of houston flooding after hurricane harvey,Low,Medium
for an official non beta version ios 11 is very unstable could be the difference in these times of emergency in mexico earthquake,Low,Medium
hurricane harvey advisory 21a weather conditions deteriorating and water levels rising along the texas coast,Low,Medium
if you cut hurricanes into quarters the top right quadrant is typically where you find the tornado potential holding true with irma,Medium,Low
read the thread puertorico emergency assistance,Low,Medium
femaprovided 70000 tarps and 15000 rolls of roof sheeting to the us virgin islands and puerto rico since hurricane marias landfall,Low,Medium
video from 40min ago by tagi320 in christchurch with sirens head earthquake tsunami newzealand eustorm,Low,Medium
who cares what shoes she is wearing ppl harvey2017 ruined texas these ppl need help geez,Low,High
ymmfire ymmhelps fortmcmurray fortmacfire 1010am fort mac fire update,Medium,Low
everyone lets please help the city of houston give whatever you can houston houstonstrong harvey2017,High,Low
even if i wann it to play i couldnt hurricanemaria got me fucked up lol no electricity no water no food ggs,Medium,Low
go shelter at his safe houston stores with your pet prayersfortexas,Medium,Low
is your pharmacy closed due to flooding call hiv medication program 18002551090 dafn hmrd harvey tx,Medium,Low
claim florida gov rick scott injured in irma recovery is fake,High,Low
please help in any way you can to assist my brother and his family recover from hurricaneirma gofundme veteran,High,Low
rt technical data shows cycloneidai dissipating now over zimbabwe but heavy rains will persist,Low,Medium
rt these pictures are not of mozambique cycloneidai,Low,Medium
rt please visit haiti and help with hurricane damage we need you,High,Medium
this collection center in del valle mexico was set up to help distribute water food lanterns and batteries after the earthquake,High,Low
bc sikhs drive 1 million in aid to fortmac wildfire evacuees bcpoli sikhfederation,Low,High
if you want to help animals displaced by hurricane harvey contact or donate to,Low,High
hello to all my fellows and follows no electricity no water and really bad communications but i survive hurricane maria really intense,Medium,Low
footage of flooding in ellicott city maryland courtesy of zach landow,Medium,Low
water in keegans bayou in houston tx rising almost an inch out of its banks due to rain from hurricane harvey,Low,Medium
thanks fromitaly but now we need urgent aids for the area hit by the earthquake ὢ2 italyearthquake terremoto prayersforitaly,High,Low
strong language from nws miami on irma impacts complete destruction of mobile homes,Low,Medium
you know trump is gonna try and use federal funds to repair maralago if its damaged by irma,Low,Medium
if you want more information regarding meat and the environment please watch this documentary,Low,Medium
hurricane harvey left a trail of destruction in its wake when it made its way slowly across texas kw cares,Low,Medium
bass lake neighborhood pasco co voluntary evac order for low lying areas flooding from heavy rains on top of irma more 58a on,High,Medium
we will be here as long as we are needed providing aid food and shelter to those impacted in the wake of this disaster,High,Low
hurricaneirma tip fill up your tub with water now a tub can hold 3550 gallons of water irmahurricane2017 irma2017,Medium,Low
us military sends surveillance aircraft to survey hurricane harvey damage,Low,Medium
the ocean is missing rare phenomenon caused by irma sucks the water from bahamas beaches video,Low,High
puerto rico needs our help donations can be made at hardin hall community puertoricorelief hurricanemaria,Low,High
watch volunteers come together to help evacuate people at a houston nursing home harvey,Low,High
we are currently not an intake center for hurricaneharvey relief please head to the if you need immediate shelter,Low,High
wow tells this eqnz was 30x more powerful than chch earthquake but location obviously not as deadly lucky,Low,Medium
rt my thoughts go out to everyone affected in mexico city,Medium,Low
what if there was an earthquake and the bridge was destroyed is that what they mean when they talk about islands created by earthquakes,Low,Medium
we very much welcome amp support commitment last night of 6m from hmgs crisis reserve to malawi amp mozambique un estimates 900k people in malawi affected by malawifloods2019 uk aid providing urgently needed food shelter amp clean water,Low,High
friends were in pr during hurricanemaria wife got out amp set up direct puertoricorelief fund need help now,Low,High
our hearts go out to ellicott city in maryland hit by destructive flash floods again our friends say its worse than in 2016 alice is often among those hardest hit when disaster strikes no savings no safety net when theres an emergency,Low,Medium
hurricane ivan dropped 20 of rain here tropical storm warning in mountains 70 mph winds bad floods more killed than in fl,High,Medium
new york city reviews plans on flooding after houston disaster nyc hurricaneharvey,Medium,Low
breakingnews at least 2 killed in 67magnitude quake near turkey greek islands,Low,High
gyx issues areal flood advisory for york me and rockingham strafford nh till sep 15 415 pm edt weather,Low,Medium
hurricane harveys public health impacts are just beginning,Low,Medium
and two reporters injured in their quest for fake news,High,Low
breaking tsunami has been generated following 75magnitude quake in new zealand civil defense authority,Medium,Low
rt unhcr preparing for major aid airlift expected in next 48 hrs to help people displaced by earthquake in ecuador http,Low,High
this is my friends moms house please help if you can hurricaneharvey texas rebuild neighbor,Low,High
what are the government doing for those affected by the eqnz a tv3 reporter said that their tv crew called airforce to get heli evac,High,Low
florida electric utility prepares residents for worstcase scenario from irma,Medium,Low
texas says we need more jesus not actual help and supplies,Low,High
save lives with by giving hungry children nutritious food in wake of hurricaneirma zerohunger aid campaign,High,Low
dr tips for floods and hurricanes the trail of devastation left by hurricanes harvey and irma has reminded us,Low,Medium
45 focused on the wrong thing people need help smh p,High,Low
posted on facebook about the ecuadorearthquake the economics of journalism and how aims to help,Low,High
my god we all need to be this man please retweet,Low,High
sos to all my friends in london please help us gather food and essentials for the victims of the deadly fire in greece in cooperation with the greeks working at imperial hospital we created 2 collection points,High,Low
rt videos dod assets help caribbean region ravaged by hurricanemaria,Low,High
those of us who live in florida are praying that irma turns right and misses us the left has done enough damage already,Low,Medium
another result of wildjetstreamminiiceage winters conditions warned by yrs ago notco2,Medium,Low
wtf tenants terrified after rental company locks away buildings storm shutters as hurricaneirma bears down,Low,Medium
rt usgs reports a m45 earthquake 46km wnw of pedernales ecuador on 41716 54251 utc quake,Medium,Low
the disastrous response to the hurricanemaria emergency in puertorico is not trumps katrina its approximately ten times as terrible,Low,Medium
stranded by hurricane harvey these houstonians hope relief efforts are equal across race and class via,Medium,Low
rt yall please be careful going into attics to escape rising water people died doing that during katrina harvey houst,Medium,High
rt after magnitude earthquake 78 in newzealand 62 magnitude earthquake in argentina now,Low,Medium
hurricane harvey barrels toward texas threatens catastrophic flooding hurricaneharvey corpuschristi preppers,Low,Medium
the mission would like to express solidarity with the mozambican people in the aftermath of cyclone idai that hit hard central mozambique causing significant loss of life and damage imfs velloso,Low,Medium
rt visible imagery of storms that led to catastrophic flooding in ellicott city maryland,Low,Medium
incase you need to prove your ownership address for insurance to to receive financial aid eqnz,Medium,Low
anyone in need of dialysis please make yourself known so folks can help you harvey houstonfloods houston,Low,High
does the wall help the harvey flooding no so shut up and focus on an actual emergency,Low,Medium
humid conditions are in place this morning as the remnants of irma exit,Medium,Low
warm and muggy day with high clouds from hurricane maria a front bring cooler conditions for the end of the week,Medium,Low
rt dramatic video shows flash flooding in ellicott city maryland as heavy rain pounds the state,Low,Medium
watch hundreds of families are heading to shelters in san juan puerto rico seeking protection from hurricane maria via,High,Low
once the crisis is over the rebuilding begins people will need help rebuilding not only their homes but their lives hurricaneharvey,High,Low
everyone has but have you heard of the hecking earthquake that shook mexico yesterday send help lots of people suffering man,Low,High
flash floods struck a maryland city on sunday washing out streets and tossing cars like bath toys,Medium,Low
can you state your intention for assisting the hurricaneharvey victims helicopter in some food people are hungry,High,Low
rt just in charleston animal society evacuating 674 animals to prepare for a potential hurricane irma impact says emergency,High,Medium
live one death confirmed in kaikoura tsunami warning for much of nzs east coast after massive quake,High,Medium
sant angelo a beautiful hamlet reduced to nearly all rublle after the italyearthquake terremoto,Medium,Low
opened 13 additional shelters hurricaneirma,High,Low
why is this maryland city so susceptible to flooding and what can be done to stop another devastating storm is live,Low,Medium
these americans need our help here are several snapshots of what theyre dealing with,Low,High
just in new footage of sundays flash flooding in ellicottcity maryland shows water surging around cars and pickup trucks and coursing over the top of their wheels gtgt,Low,Medium
tropical storm harvey hits el lago homes in bay area,Low,Medium
fortmacfire evacuees financial assistance available whether you are in alberta or elsewhere nlpoli ymmfire,Low,High
due to hurricane harvey the museum is closed today we will update you here for sunday hours stay safe and dry hurricaneharvey,Low,Medium
rt thousands of landslides and hundreds of tremors after new zealand quake,Medium,Low
wildfires in greece kill 50 people injure more than 150 greece declared state of emergency israel offered greece aid in combating the fires and has teams ready on standby e1c7 greecefires,High,Low
rt have you seen these 2 they are missinginpuertorico please help us by rt this post missingkids puertorico,Low,High
tropical storm watch issued for coast of north carolina nhc says via,Low,Medium
rt catastrophic flooding across houston this iswas white oak bayou amp i10 txwx houwx harvey,Low,Medium
hurricane harvey ended the 12 year us major hurricane drought friday night with a landfall on texas flooding rains is now the main risk,Low,Medium
angel is a alum from puerto rico please help if you can,Low,High
earthquake kills 262 in ecuador our deepest condolences to the victims affected by the earthquake,High,Low
in rafina reporting on the greecefires all the fires have been put out but you can see the devastation from my taxi window,Low,Medium
help us help our puerto rico employees and their families who survived hurricane maria,High,Low
litechnews china ramps up earthquake rescue efforts china injured killed,Low,High
my small island of 72000 people is experiencing serious devastation after hurricane maria please help my people rt and tell everyone ὤfἷe,High,Low
cannot go back malawi floods leave thousands homeless malawifloods2019 cycloneidai,Medium,High
if anyone has a boat in setx my family needs to be rescued from 4318 kylewood 77642 911 isnt picking up hurricaneharvey,High,Low
center of harvey appears to be south of jefferson co flooding rains persist as the storm moves east firstalertsetx,Low,Medium
rt tsunami threat downgraded further,Low,Medium
rt survivors of greek wildfires face horror of searching through ashes for loved ones,High,Low
the national weather service a federal agency says 5 people are reported deadbuzzfeed news knows of 2and 1000s rescued from rooftops,High,Low
puertorico could take decades to rebuild amp needs our help now crisis hurricanemaria naturaldisaster,Low,High
tough video of the destruction on dominica i have known this jewel island for 20 yrs please rt please donate,Medium,Low
loaded up van amp lorry with essentials soapcandlesmatchesblanketsweather sheets etc for tomorrows drop in chikwawa hundreds of thousands displaced cycloneidai malawifloods2019 aid sewa to donate,Low,High
live in a flood zone not sure what to do to prepare here are some tips to help you out,Low,Medium
this is quite disconcerting be safe people probability of a magnitude earthquake 669 in the next 30 days is 98 eqnz,Low,Medium
that means more humanitarian work and support needed in affected parts in the region,High,Low
supplies sit while people are in need corrupt unions want money puertorico sanjuan,High,Low
comeon ma zimba just a dollar pamunhu will go along way lets help our brothers and sisters in need pamwe ungangoita kuti varare vambosekererawo nhasi ὤ2,Low,High
grb volunteers deodorant and shaving creamgel needed harvey community houstonstrong,High,Low
in wake of the devastating mudslide that claimed over 400 lives in sierra leone last month koala has contributed to relief efforts,High,Low
how the front of our house turned out with hurricane maria puertoricoselevanta huracanmaria hurricanemaria huracanmariapr,Low,Medium
climatechange wakeupcall another earthquake in mexico this time 62 spreads alarm rescue efforts suspended,Medium,Low
mexico earthquake were assessing damage now amp identifying most urgent needs pls help ayudacdmx fuerzamexico,Medium,High
tropical storm harvey makes landfall just west of cameron louisiana flooding rains continue watch cbs4,Low,Medium
hurricane harvey shows importance of americas emergency oil supply experts say,Low,Medium
21 photos that show just how bad the flooding in houston really is houstonstrong houstonfloods hurricaneharvey,Low,Medium
rt for refugees even fleeing a massive rampaging wildfire is preferable to staying in syria,Low,High
our thoughts and prayers are with those who have been affected by cycloneidai 21 confirmed dead 30 reported missing and many displaced so far because of this tragic national disaster,Low,High
rt almost a week after hurricanemaria devastated puertorico most cleanup efforts are being done in darkness,Medium,Low
pretty haunting look at a neighborhood in dickinson overtaken by the floods harvey2017,Medium,Low
would this app also help citizens affected returning home after the fort mcmurray wildfires,Low,High
8 days no medical attention no water people dying later but we glad it was done ὤ2,Low,High
per first day of school will be 911 weather permitting khou11 harvey floods,Medium,Low
all we need now is another massive quake and were fucked eqnz floods,Low,High
rt medical aid for flood victims of srilanka covered by kaduwela,High,Low
hurricane season doesnt start until june 1st but weve already seen incredible flooding rains across maryland amp tropical impacts this week from alberto across the south nothing can totally prepare us but here are some great tips from gt,Low,Medium
rescues are underway in mexico city after the 71magnitude earthquake near the city that left more than 200 dead,Low,High
exxonknew storms like harvey were coming makeexxonpayforharveys 190 billion destruction not american taxpayers,Low,Medium
that is a surprisingly clean cut rfd for both an alabama and tropical remnant tornado alwx harvey,Low,Medium
funerals for the victims of greeces lethal wildfire began with the burial of an elderly priest who drowned as he sought safety from the flames in the sea off the coastal community of mati,High,Low
helppuertorico hurricanemaria water food security,High,Low
